id,title,price_billions,area_m2,district_id,legal_type,raw_facilities,vector_facilities,full_desc
pr45125176,"Chính chủ cần bán căn góc Sunrise Riverside, view sông quận 1, tầng cao",9.05,113.0,Q9,SOHONG,,"[0,0,0,0,0,0]","Thông tin mô tả Chính chủ cần bán căn góc, view sông quận 1, tầng cao - DT: 113 m² - 3PN, 2WC, 2 ban công (phòng khách + phòng ngủ), 1 lô gia (bếp) - Giá bán: 9 tỷ 50 triệu - Pháp lý: sổ hồng chính chủ - Nội thất đầy đủ -Tiện ích nội khu đầy đủ và tiện nghi."
pr45125132,"Căn hộ cao cấp Grand Court, Q.10 DT 75m2 2PN2WC giá 6.5tỷ, giá thật, sổ hồng. LH: 0899 874 *** Mão",6.5,75.0,Q1,SOHONG,"Hồ bơi, Gym, Công viên, Trường học, Bệnh viện, Siêu thị","[1,1,1,1,1,1]","Thông tin mô tả Giá 6.5 tỷ VND, quá hời cho một căn hộ sang xịn ở vị trí đắc địa như thế này. Phong thủy cũng khá ổn, giúp mang lại vận may cho gia chủ. Pháp lý đầy đủ, cứ yên tâm mà giao dịch. Pháp lí: HDMB và sổ hồng, ngân hàng hỗ trợ vay. Kết cấu hiện đại, không gian sống thoáng đãng và đầy đủ tiện nghi. Tiện ích: Siêu thị, cafe tầng trệt, gym, hồ bơi tầng 7. Gần bệnh viện Chợ Rẫy, đảm bảo sức khỏe cho cư dân. Các siêu thị thực phẩm sạch gần kề như Lekhamart và Satramart, thuận tiện mua sắm. Trường học gần đó như Trường tiểu học Nhật Tảo và Trường THCS Lý Thường Kiệt, tạo điều kiện cho con cái học hành. Công viên Quận 10 và công viên Lãnh Binh Thăng là nơi lý tưởng để thư giãn và vui chơi. * Địa điểm xung quanh. Bệnh viện Trưng Vương, Bệnh viện Nhi Đồng 1, Bệnh viện Chợ Rẫy gần đó rất tiện cho nhu cầu y tế. Công viên Lãnh Bình Thăng và công viên Dương Đình Nghệ cũng chỉ cách một quãng đi bộ, lý tưởng để thư giãn hoặc tập thể dục. Siêu thị thực phẩm sạch Lekhamart và Siêu thị Mẹ Bầu & Em Bé Con Cưng cũng rất gần, cực kỳ tiện lợi cho việc mua sắm hàng ngày. Liên hệ để biết thêm thông tin qua số điện thoại 0899 874 *** hoặc gặp Hữu Mão. Chờ tin từ mọi người!"
pr44845494,Hàng hiếm! Bán căn 59m2 2PN 2WC tháp D view hồ bơi + Sẵn gói nội thất Westgate LH ngay 0899 996 ***,2.72,59.0,Q5,SOHONG,"Hồ bơi, Gym, Công viên, Trường học, Bệnh viện, Siêu thị","[1,1,1,1,1,1]","Thông tin mô tả Sổ hồng chủ nhà dễ thương bán căn 59m² 2PN - 2WC Tháp Vip D + View Hồ bơi mát mẻ + Sẵn gói nội thất WestGate, LH ngay 0899 996 ***. Căn 59m² - 2PN, 2WC tháp Vip D - View nội khu hồ bơi - Sẵn gói nội thất Westgate - Tầng trung đẹp thoáng - Hỗ trợ vay ngân hàng. * Block D là block được ưu ái nhất WestGate, có 6 thang máy, sảnh đón rộng rãi ngay công viên quảng trường. * Là block ngay trung tâm, có đầy đủ các tiện ích nội khu: Siêu thị KingFoodMart, coffee, ăn sáng, spa, phòng gym, yoga, phòng xông hơi, văn phòng ban quản lý... * Diện tích tim tường: 59m², diện tích thông thủy: 54.6m². * Thiết kế 2 phòng ngủ - 2 nhà vệ sinh - ban công liền mát mẻ. * View nội khu hồ bơi cực kì thoáng mát. * Giá bán: 2,72 tỷ (giá full bao thuế phí sang tên). * Nội thất từ CĐT An Gia, giường ngủ, tủ quần áo, tủ giày, máy lạnh, bàn làm việc, bếp hồng ngoại Hafele, tủ bếp An Cường, nội thất nhà tắm Hafele, máy hút mùi Hafele, rèm, giàn phơi, sân phơi, ban công tích hợp tiện dụng... Lợi thế: * Sẵn sổ hồng, công chứng sang tên ngay. * Nhà mới, giữ gìn kỹ, vào ở liền. * Giá full tất tần tật bao thuế phí sang tên. * Vị trí đẹp, nội khu an ninh, dân về ở đông, tiện ích hoạt động chất lượng. Cam kết hỗ trợ: * Cam kết hỗ trợ toàn bộ thủ tục sang nhượng căn hộ. * Cam kết có sổ hồng riêng cho từng căn hộ vay được tất cả ngân hàng. * Hỗ trợ vay tối đa trên 70% giá trị căn hộ tuỳ ngân hàng. * Hỗ trợ vay lãi suất từ 5.5% tuỳ ngân hàng. * Ân hạn gốc 2 - 5 năm (chỉ cần trả lãi suất, không trả gốc tuỳ ngân hàng). Tiện ích nội khu: * Cửa hàng tiện lợi VinMart, GS25, Bách Hoá Xanh, Cafe Trung Nguyên, Nhà Thuốc, KingFoodMart... * Hồ bơi 700m², gym, yoga, sauna, khu vui chơi trẻ em, tennis, golf, nhà banh, bóng rổ, bóng chuyền, karaoke, phòng game, phòng tiệc, khu cắm trại BBQ... * Trường học cấp 1, 2, 3, Trường ĐH Kinh Tế, ĐH Xây Dựng, ĐH Y Khoa Phạm Ngọc Thạch... * Đối diện Trung Tâm Hành Chính Bình Chánh... * Ngay UBND, Toà án, Bệnh viện, Trung Tâm Y Tế Bình Chánh... Liên hệ tư vấn 24/24: 0899 996 *** - Lộc Phát An Gia. Uy tín - Trách nhiệm - Hào sảng - Hậu mãi."
pr44056529,Tấn Trường: CẬP NHẬT GIỎ HÀNG MỚI NHẤT THE RIVER - T1/2026,25.5,135.0,Q1,HDMB,"Hồ bơi, Công viên","[1,0,1,0,0,0]","Thông tin mô tả Cam kết full giỏ hàng - thương lượng trực tiếp chủ nhà. Thường xuyên cập nhật giỏ hàng - giá mới 100%. Bán nhanh 3PN HOA HẬU - view thoáng. - Căn 3PN căn góc. - Diện tích: 135m2 - View sông, thang máy riêng đến tận nhà. - Giá: 25,5 tỷ. - Pháp lý rõ ràng, sang tên hợp đồng mua bán trong ngày. Liên hệ: 0937 616 *** Tấn Trường chuyên BĐS Thủ Thiêm. Tấn Trường: CĐT thanh lý suất nội bộ căn 1PN 11,5 tỷ - 2PN 16,5 tỷ - 3PN 24 tỷ - 4PN 47 tỷ. - Loại 1PN. + 1PN nội thất cơ bản: 10,5 tỷ all in - View hồ bơi - View sala - Nguyễn Cơ Thạch. + 1PN nội thất cơ bản: 12 tỷ all in - View sông - Quận 1 - Cầu Ba Son. - Loại 2PN. + 2PN nội thất cơ bản: 15 tỷ all in (View Sala - Hồ bơi - Sân vườn). + 2PN nội thất cơ bản: 17,5 tỷ all in (view sông - tuỳ tầng). - Loại 3PN. + 3PN nội thất cơ bản: 24 - 28 tỷ all in (view hồ bơi). + 3PN Full nội thất: 29 tỷ - 32 tỷ (view sông) - Loại 4PN. + 4PN full nội thất: 47 tỷ (view sông trực diện - tầng trung). + 4PN NTCB tầng cao: 49 tỷ (all in). + 4PN sân vườn 250m²: 75 tỷ all in. - Penthouse 292 m²: 130 tỷ all in. - Penthouse 450 m²: 180 tỷ all in. Chuyên hàng độc lạ The River Thủ Thiêm. - Cầm key xem nhà dễ 24/24. - Hỗ trợ khách và đối tác mọi thủ tục giấy tờ, đăng ký tạm trú người nước ngoài. - Giỏ hàng đa dạng nhiều căn nhiều view. - Hỗ trợ tìm căn theo nhu cầu - giá tốt nhất thị trường. Báo giá 0937 616 *** Tấn Trường chuyên The River Thủ Thiêm. -------------------------------------------------- Liên hệ Tấn Trường xem nhà: 0937 616 *** chuyên The River Thủ Thiêm. -------------------------------------------------- Cung cấp thông tin chính xác - không đăng ảo - Đăng là có hàng. Ngoài ra Tấn Trường nắm giỏ hàng cắt lỗ sâu do khách kẹt tài chính, anh chị cần gọi Trường ngay để thương lượng giá tốt! Liên hệ Tấn Trường xem nhà: 0937 616 *** chuyên The River Thủ Thiêm."
pr45026868,"THE PRIVÉ - CHỈ 6,8% KÝ HĐMB - CĂN HỘ 3 MẶT GIÁP SÔNG - LIỀN KỀ THỦ THIÊM",8.98,71.5,Q2,HDMB,"Hồ bơi, Gym, Công viên","[1,1,1,0,0,0]","Thông tin mô tả Mua Trực Tiếp Chủ Đầu Tư - Chỉ 6,8% Ký HĐMB The Privé là dự án căn hộ hạng sang ven sông hiếm hoi còn lại tại khu Đông TP.HCM, sở hữu 3 mặt giáp sông vĩnh viễn, vị trí trung tâm Nam Rạch Chiếc, kết nối trực tiếp IFC Thủ Thiêm & Khu Liên Hợp Thể Dục Thể Thao Quốc Gia Rạch Chiếc (212ha khởi công 15/01/2026). Hotline dự án: 0901 610 *** Website: https://theprivedatxanhgroup.vn/ - Vị trí đắc địa - Mặt tiền đường Song Hành cao tốc HCM Long Thành - 5 đến 10 phút đến Thủ Thiêm hoặc Thảo Điền - Sát Ga Metro Bình Trưng (tương lai) - Quỹ đất ven sông Quận 2 gần như đã cạn kiệt THÔNG TIN TỔNG QUAN: - Chủ đầu tư: Đất Xanh Group - Quy mô: 6,7ha - 12 tháp - 3.175 căn - Mật độ xây dựng thấp ~25%, compound khép kín - Bàn giao nội thất cao cấp, máy lạnh âm trần - Nhận nhà dự kiến từ 2027 - Giỏ hàng F0 Giá tốt 1PN (49 - 51m²): từ 7 tỷ 2PN (71- 88m²): từ 8,4 - 10 tỷ (view sông, thanh khoản cao) 3PN (93- 98m²): từ 12 - 13 tỷ Giá chỉ từ 117 - 138 triệu/m², thấp nhất lõi An Phú cùng phân khúc TIỆN ÍCH RESORT VIEW SÔNG: - 3 hồ bơi điện phân muối ~3.000m² - Công viên ven sông, Sky Lounge, Gym Spa - An ninh 24/7, không gian sống yên tĩnh riêng tư CHÍNH SÁCH THANH TOÁN: - Chỉ 6,8% ký HĐMB - Tổng vốn 10% đến khi nhận nhà (~1 tỷ) - Hỗ trợ lãi suất 24 30 tháng - Chiết khấu lên đến 10% -------------------------------------- Hotline dự án: 0901 610 *** Website: https://theprivedatxanhgroup.vn/ The Privé Sản phẩm hiếm 3 mặt giáp sông, phù hợp ở thực & đầu tư giữ tài sản dài hạn."
pr41813642,Empire City Thủ Thiêm: Giỏ hàng đầu tư căn hộ 1 - 2 - 3 - 4PN bán. Cam kết thông tin chính xác,19.5,93.0,Q1,HDMB,"Công viên, Siêu thị","[0,0,1,0,0,1]","Thông tin mô tả Empire City - Cơn nóng pháp lý Empire và Thủ Thiêm liên tục nhận tin tốt. Narra đang trong những bước cuối để ký HĐMB dự kiến vào đầu quý 2/2026. MU3 Skyline đang rumor chuẩn bị những thủ tục để mở bán. Thủ Thiêm dự kiến triển khai các dự án trong 2026: - Sadora 2 (Serene). - Sarina 2. - Zeit Thủ Thiêm 2. - The River 2. - MU3. - Lottee. - Ga Thủ Thiêm. - Trần Bạch Đằng dự kiến thông xe 2026. - Cầu đi bộ hoàn thiện. Hà Bằng 0398 989 *** sẵn giỏ hàng EMPIRE CITY. Giá tốt chốt ngay (Linden và Tilia nhà đã bàn giao): Linden Residences: - T1A - 3x.06: 1PN 64m²: 17.5 tỷ. - T1A - 04 - 1PN 64m²: 14.5 tỷ. - T1B - 02 - 2PN 93m²: 19.5 tỷ. - T1A. 07 - 3PN 127 m²: 42 tỷ. - T1A. 01 - 3PN 150m²: 40 tỷ. - T1A - 4PN: 191m²: 51 tỷ. Tilia Residences: View sông Quận 1. - T2C - 19.07: 1PN 64m²: 18 tỷ. - T2C - 20.06: 2PN 92m²: 24.5 tỷ. - T2C - 08 - 3PN 127m²: 33 tỷ - 48 tỷ. - T1C. 01 - 3PN 154,33m²: 73 tỷ. - T2D - 3PN 127m²: 42 tỷ. Narra Residences: Thanh toán 5% + Chênh lệch và phần còn lại thanh toán theo tiến độ. 2PN 90m² | 22 tỷ. 4PN 166m² | 65 tỷ view quận 1. (Đã bao gồm đầy đủ phí thuế sang tên). Ngoài ra còn một số căn hàng hiếm như 4 phòng ngủ (căn thông nhau), duplex, căn hộ sân vườn, penthouse đều có làm việc trực tiếp chủ nhà. Liên hệ ngay để được tư vấn đầu tư dự án Empire City, đừng chần chừ sẽ mất cơ hội: Hà Bằng ERA AntPlus: 0398 989 *** (call, Viber, Zalo, ). Tư vấn 24/7, hỗ trợ xem dự án, nhà mẫu sa bàn... Cảm ơn anh chị lựa chọn xem tin, chúc anh chị một ngày làm việc hiệu quả!"
pr45139383,"Cần bán gấp căn hộ 2PN, 3PN Cantavil An Phú, Quận 2, TP Hồ Chí Minh, giá chỉ từ 6 tỷ, Lh 0917 617 ***",6.0,75.0,Q2,DANG_CAP_NHAT,Hồ bơi,"[1,0,0,0,0,0]","Thông tin mô tả Bán căn hộ Cantavil An Phú. - Căn 2 PN giá chỉ từ 6. X tỷ/căn. - Căn 3 PN giá chỉ từ 7. X tỷ/căn. Căn hộ có ban công rộng view đẹp. Diện tích: 75m², 80m², 98m². Tiện ích: Hồ bơi, trung tâm thương mại, gần ga Metro... Có hầm để xe ô tô, pháp lý rõ ràng. Gọi ngay cho em để xem nhà nhé 0917 617 *** Ms Ngọc."
pr45138663,"Độc quyền bán căn 4PN đẹp nhất, giá tốt nhất tại Zeit River. Giỏ hàng độc quyền giá tốt 20 căn VIP",51.8,202.0,Q2,SOHONG,Công viên,"[0,0,1,0,0,0]","Thông tin mô tả Căn 4 Phòng Ngủ view thoáng dự án Zeit River thuộc toà T2. View 180 độ nhìn bao quát từ hồ trung tâm, toà 88 tầng Empire City, lõi tài chính quốc tế Thủ Thiêm, sông Sài Gòn cầu Bason, toà IFC 55 tầng, khu Bason và Landmark 81. Tất cả tinh hoa đều nằm trọn tầm mắt khi khách hàng sở hữu căn 4 phòng ngủ này Cả dự án có 10 căn, căn đang bán và cũng như đẹp nhất về view và layout. Giá bán độc quyền: 51, x tỷ (đã bao gồm mọi thuế phí). Đơn giá tốt nhất Thủ Thiêm chỉ từ 250tr/m². Thông tin căn penthouse: Thuộc toà T2 Diện tích: 202m2 Thiết kế 4 phòng ngủ, 3 phòng tắm, 2 bếp, 1 kho, 1 phòng chức năng + thang máy riêng lên tới tận nhà Layout đẹp nhất của các căn 4 Phòng ngủ, mặt tiền 23m, dễ dàng thiết kế. Pháp lý: Hợp đồng mua bán, sẵn sàng nộp hồ sơ làm sổ hồng. Thanh toán: Đặc biệt là căn 4 phòng ngủ duy nhất được thanh toán giãn tới 05/2026, không cần đóng 95% căn hộ ngay sau khi công chứng. Đối với những khách hàng cần nhận nhà ngay vẫn hỗ trợ được ạ. Giá bán độc quyền: 51, x tỷ (đã bao gồm mọi thuế phí). Liên hệ em Luân: 0707 081 *** (để xem nhà và làm việc chính chủ). Em Luân chuyên dự án Galleria - Crest - Opera (Metropole Thủ Thiêm) - Empire City - The River - Zeit River tự tin hỗ trợ anh chị giỏ hàng tốt nhất. Dự án Zeit River - cập nhật giỏ hàng T01.2026. - Nắm full giỏ hàng bán 1PN - 2PN - 3PN - 4PN - Loft - Duplex - Penthouse (cập nhật tháng 01/2026). - Chủ nhà giao tin tưởng giao quản lý độc quyền nhiều căn, nắm pass và chìa xem nhà mọi lúc. + Căn hộ 1PN diện tích (60m²). - Giá bán từ 13 tỷ (bao thuế phí). + Căn hộ 2PN diện tích (88 - 97m²). - Giá bán từ 20 tỷ đến 23 tỷ (bao thuế phí). + Căn hộ 3PN diện tích (125 - 135m²) - . - Giá bán từ 25 tỷ đến 36,5 tỷ (bao thuế phí). + Căn hộ 4PN diện tích (183 - 202m²) - Có thang máy riêng tới tận căn hộ. - Giá bán từ 49,8 tỷ đến 63 tỷ (bao thuế phí). - Độc quyền căn 4PN tầng cao view ôm trọn Thủ Thiêm giá rất tốt chỉ từ 52 tỷ, thanh toán giãn tới 06.2026 (suất đặc biệt). + Duplex diện tích (183 - 215m²). - Giá bán từ 50 - 65 tỷ (bao thuế phí). - Độc quyền căn duplex sân vườn duy nhất 1 căn tầng cao lịch giãn tới Q2/2026. +Penthouse độc bản, duy nhất 1 căn đang chào bán Giá bán độc quyền: 148,x tỷ (đã bao gồm mọi thuế phí) Giá tốt, thanh toán giãn và view + layout đẹp nhất (Giá bán thay đổi là tùy thuộc vào nội thất cơ bản hay full, tầng, view). Liên hệ hotline em Luân: 0707 081 ***. Full giỏ hàng tại Thủ Thiêm - thông tin cập nhật chính xác, insight từ các Chủ đầu tư lớn. Để nắm bắt được xu hướng đầu tư trong tương lai, anh chị liên hệ em Luân để được tư vấn chi tiết."
pr45138569,"Duy nhất căn 3PN 151m2 bán tầng cao giá tốt, đầu tư có sẵn dòng tiền tại The Crest",58.0,151.0,Q2,SOHONG,,"[0,0,0,0,0,0]","Thông tin mô tả Căn hộ 3 phòng ngủ tầng cực cao view trực diện sông vĩnh viễn, hiếm có trên thị trường Thủ Thiêm. Diện tích 151m² diện tích lớn nhất của dòng 3PN, không gian rộng rãi, tối ưu cho cả nhu cầu ở cao cấp và đầu tư dài hạn. Căn hộ sở hữu thiết kế thông minh với 2 khu bếp riêng biệt, lô gia thoáng, 1 phòng kho tiện dụng, 3 phòng ngủ và 2 phòng tắm. Bàn giao nội thất cơ bản mới 100% từ chủ đầu tư. Lợi thế vượt trội: Đang có sẵn hợp đồng thuê 80 triệu/tháng (net), dòng tiền ổn định ngay khi nhận nhà. Pháp lý hoàn chỉnh, sổ hồng trao tay, sang tên nhanh gọn. Giá bán: 58 tỷ all in (mức giá rất tốt cho căn tầng cao, view sông trực diện). Liên hệ để xem nhà và nhận thông tin chi tiết: 0707 081 *** Luân. Luân chuyên mua bán & tư vấn đầu tư bất động sản Thủ Thiêm: Metropole, Empire City, The River, Zeit River. Anh/chị liên hệ trực tiếp để cập nhật các căn giá tốt và hàng hiếm nhất thị trường hiện tại."
pr45138194,"Giỏ hàng căn hộ D-Aqua,Q8,31m2 giá 2,3 tỷ;49m giá 3,3 tỷ;54m 3,7 tỷ;68 giá 4,4 tỷ;71m giá 4,6 tỷ",2.3,31.0,Q8,DANG_CAP_NHAT,"Hồ bơi, Gym, Siêu thị","[1,1,0,0,0,1]","Thông tin mô tả Hot hot hot! Còn vài căn suất nội bộ dự án Daqua mặt tiền Bến Bình Đông phường Phú Định TPHCM, trung tâm quận 8 được mua với giá cực ưu đãi.! 1pn1wc 31,20m² giá 2300 view nội khu 1 pn1wc 48,75m² giá 3300 view hồ bơi bến bình đông 2pn1wc 54,40m² giá 3700 view bến bình đông 2pn2wc 68,77m² giá 4400 view bến bình đông 2pn2wc 70,62m² căn góc giá 4600 view thành phố 2pn2wc 70,98m² mini garden giá 4650 view thành phố 3pn2wc 74,10m² căn góc giá 4700 view thanh phố Giá này đã bao gồm 100% thuế VAT và chi phí chuyển nhượng Không chi phí phát sinh + Hỗ trợ vay ngân hàng nhanh chóng, duyệt cả hồ sơ khó. + Chuẩn pháp lý rõ ràng. Đã có chủ trương đầu tư, 1/500, Gpxd, sơ hữu lâu dài, nằm trong danh sách dự án BĐS của UBND Thành phố. + Thị trường chuyển nhượng và cho thuê giá tốt. + Dễ đầu tư - Dễ bán lại. +Tiện ích xịn sò trung tâm thương mại đẳng cấp * Daqua sở hữu vị trí vàng đắc địa ngay mặt tiền Bến Bình Đông, trung tâm Quận 8. - Cách quận 1 chỉ 10 phút, trung tâm quận 5,6,7,10 chỉ 10 phút chạy xe. - Qua cầu Chà Và là đến ngay chợ Lớn. - Nằm gần kề Trung tâm hành chính quận 8, dự án cầu Bình Tiên nối liền quận 6 và quận 8 trong tương lai gần. - Đầy đủ dịch vụ: Giáo dục, y tế, chăm sóc sức khỏe... * Full tiện ích hiện hữu, đẳng cấp: Hồ bơi trẻ em, hồ bơi người lớn, BBQ, phòng gym, kids zone, minishop, rạp chiếu phim ngoài trơi, các cửa hàng tiện ích, các lớp học kỹ năng sống cho trẻ em và người lớn... Dự án liền kề +Aurora +Pegasuite 1 +Pegasuite 2 +Tara residence +Topaz Liên hệ sđt: 0915 332 *** 0702 290 *** để được tư vấn miễn phí."
pr27757454,"Deal siêu ngon Saigon Gateway bán 2PN1WC 2.8Tỷ, 2PN2WC 3.05Tỷ, đã có sổ, căn góc 0939 720 ***",2.8,65.0,Q9,DANG_CAP_NHAT,"Trường học, Siêu thị","[0,0,0,1,0,1]","Thông tin mô tả Và còn nhiều căn khác. Cam kết đăng giá đúng thị trường, không đăng ảo. * Các chi phí chung cư: - Phí quản lý: 8.000 vnđ/m²/tháng. - Điện nước giá nhà nước. - Phí giữ xe: 100.000 vnđ/xe máy/tháng, 1.000.000 vnđ/xe ô tô/tháng. * Tiện ích vị trí. Vincom Quận 9, Vincom Thủ Đức, siêu thị Coop Mart, trường Anh Ngữ Việt Mỹ, ĐH Ngân Hàng, ĐH Sư Phạm kỹ thuật cùng các trung tâm thương mại, dịch vụ lớn như Vincom Mega Mall, Parkson Cantavil, Golf Rạch Chiếc, Saigon Sports City chỉ vài phút di chuyển. Đặc biệt là quần thể các công trình, kinh tế, dịch vụ, giáo dục trọng điểm đã và đang được hình thành như làng đại học Quốc Gia TP. HCM, khu Công Nghệ Cao, Bến Xe Miền Đông (mới), đường cao tốc TP. HCM Long Thành."
pr39332198,Mizuki Park - Mở bán căn hộ Trellia Cove trực tiếp chủ đầu tư View sông & kênh đào - LH: 0932 661 ***,3.99,61.0,Q8,SOHONG,Công viên,"[0,0,1,0,0,0]","Thông tin mô tả Khu đô thị Mizuki Park - Nam Long Group. Tham quan và tư vấn ngay tại dự án, nơi công trình & đời sống cư dân đang sôi động hơn bao giờ hết! - Vị trí dự án: Đại lộ Nguyễn Văn Linh, Bình Hưng, TPHCM (Đoạn giữa Quốc lộ 50 và Phạm Hùng), liền kề Phú Mỹ Hưng. - Chủ đầu tư: Nam Long Group và 2 đối tác Nhật Hanshin Properties Corp và Nishi Nippon RailRoad. * Mở bán 3 Block căn hộ cao cấp & 24 căn nhà phố Trellia Cove view kênh đào và sông tự nhiên MUA TRỰC TIẾP CHỦ ĐẦU TƯ * Chính sách ưu đãi hấp dẫn cho ĐẦU NĂM 2026: - CHIẾT KHẤU hấp dẫn lên đến 14,5% - Hỗ trợ vay đến 70%, ưu đãi lãi suất 0% trong 27 tháng - Miễn phí quản lý đến 2029 Liên hệ ngay: 0932 661 *** - Phòng Kinh Doanh * Chọn căn ưng ý ngay hôm nay! --------------------- - Giỏ hàng đa dạng loại hình sản phẩm của dòng căn hộ Flora Panorama ven sông. + Căn hộ 61m² (2PN - 1WC) giá từ 3 tỷ 950. + Căn hộ 85m² (2PN - 2WC) giá từ 5 tỷ 3xx. --------------------- Các sản phẩm chuyển nhượng block MP1-2-3-4-5-6-7-8-9-X (đã có sổ hồng): - 56m² (2 phòng ngủ, 1 vệ sinh): Từ 3 tỷ 3xx. - 72m² (2 phòng ngủ, 2 vệ sinh): Từ 4 tỷ 3xx. --------------------- Liên hệ ngay: 0932 661 *** - Phòng Kinh Doanh Mizuki Park - Hỗ trợ đăng kí tham quan dự án và tư vấn chính sách ưu đãi hấp dẫn ngay tại dự án."
pr44420987,"Thổ địa Đảo Kim Cương nắm full căn bán 1PN-4PN giá tốt nhất thị trường || 100% chính chủ, uy tín",8.5,87.0,Q1,DANG_CAP_NHAT,"Hồ bơi, Gym, Công viên, Trường học, Bệnh viện, Siêu thị","[1,1,1,1,1,1]","Thông tin mô tả * Giỏ hàng top 1 thị trường tại Đảo Kim Cương. * Thổ địa chuyên tất cả căn giá tốt nhất thị trường tại Đảo Kim Cương. * Tất cả căn đều chính chủ, cập nhật hàng ngày. * Công ty môi giới uy tín, chuyên nghiệp, hỗ trợ 24/7. * Hotline PKD: 0704 587 *** | 0903 680 *** (phone/zalo/viber/whatsapp) - Mr Mạnh Đức. (Gía căn hộ có thể thay đổi theo thời gian, hướng view, loại hình sở hữu căn hộ) * Thông tin tất cả căn đang bán tại Đảo Kim Cương: * Căn hộ 1 PN, 1 WC: - DT 48 m², giá bán từ 4.9 tỷ - 6 tỷ. - DT 52m², giá bán từ 5.6 tỷ - 7.5 tỷ. * Căn hộ 2 PN, 2 WC: - DT 65 m², giá bán từ 6,5 tỷ - 8 tỷ. - DT 89 m², giá bán từ 8 tỷ - 10,2 tỷ. - DT 90 m², 110m², giá bán từ 8,8 tỷ - 12,5 tỷ. - DT 125 m², giá bán từ 15 tỷ - 16,5 tỷ. * Căn hộ 3 PN, 2 - 4 WC: - DT 117m², 118 m², giá bán từ 10,8 tỷ - 15,5 tỷ. - DT 124 m², giá bán từ 12 tỷ - 15,5 tỷ. - DT 136 m², giá bán từ 12,9 tỷ - 16,5 tỷ. - DT 143 m² giá bán từ 13,5 tỷ - 18,5 tỷ. * Căn hộ 4 PN, 4 - 5 WC: - DT 167 m², giá bán từ 18 tỷ - 32 tỷ. - DT 180 m², giá bán từ 18.5 tỷ - 19,9 tỷ. - DT 200 m², giá bán từ 18 tỷ - 25 tỷ. - Ngoài ra còn hơn 100 căn 1 - 5PN, Duplex, Penthouse, Villa... Gía tốt nhất thị trường. - Hỗ trợ xem nhà miễn phí 24/7: 0704 587 *** | 0903 680 ***. - Hỗ trợ tư vấn lãi suất vay ngân hàng: 0704 587 *** | 0903 680 ***. - Đội ngũ hỗ trợ đàm phán giá tốt nhất: 0704 587 *** | 0903 680 ***. - Hỗ trợ tất cả thủ tục pháp lý, công chứng, sang tên... * Cam kết giỏ hàng top 1 thị trường, hỗ trợ tư vấn và xử lý tất cả vấn đề phát sinh 24/7. * Liên hệ ngay để biết thêm chi tiết và đặt lịch xem căn hộ: 0704 587 *** | 0903 680 *** - Mr Mạnh Đức. * Tiện ích vượt trội của dự án: - Khu vui chơi trẻ em, công viên hải tặc độc đáo để các bé thỏa thích vui đùa. - 3 Hồ bơi lớn với công nghệ điện phân muối - rất tốt cho sức khỏe: Hồ bơi vô cực, Hồ bơi Olympic với 4 làn bơi tiêu chuẩn, hồ bơi thư giãn. - Công viên cây xanh mật độ dày đặc bao trùm dự án giúp không khí luôn trong lành, mát mẻ. - Bến du thuyền riêng dài 200m ngay tại Dự án. - Phòng Gym 2 tầng hiện đại, 2 sân tennis, sân bóng rổ, sân đa chức năng, vườn thiền, vườn Yoga. - Hệ thống nhà hàng, coffee, siêu thị, nhà thuốc lớn... - Hệ thống an ninh 24/7. * Vị trí đắc địa của Dự án: - Nằm ngay trung tâm Quận 2, thuận tiện di chuyển đến các khu vực lân cận như Quận 1, Bình Thạnh, Thủ Đức. - Gần các trường học quốc tế, trung tâm thương mại, nhà hàng, café. - Mạnh Đức - luôn hết mình vì khách hàng - 0704 587 *** | 0903 680 ***."
pr44881097,"Nắm full giỏ hàng độc quyền Delasol, Quận 4 1PN từ 7tỷx, 2PN/3PN từ 8tỷx-13tỷ(căn đẹp) all in",7.0,85.0,Q1,DANG_CAP_NHAT,"Hồ bơi, Gym","[1,1,0,0,0,0]","Thông tin mô tả Bên em tổng hợp rất nhiều căn 1,2,3PN tại dự án Delasol. Văn phòng ở dự án tiện hỗ trợ khách tham quan 24/7. De La Sol - Căn hộ cao cấp, full nội thất, giá tốt nhất thị trường! Tháp A1 | 85m² | Hoàn thiện nội thất | Chỉ 9 tỷ - 11tỷ. Tháp A3 85m² | Hoàn thiện nội thất | Chỉ 8,5 tỷ - 10tỷ. Tháp C | 76m² | Hoàn thiện nội thất | Chỉ 8,3tỷ. Tháp C | 72m² | Chỉ 8,1tỷ. Ngoài ra còn căn 1PN gía 7 tỷX. Căn 2PN 76m² giá 8,5 tỷ. Căn 3PN giá 12 - 16tỷ. Và nhiều căn khác vui lòng liên hệ trực tiếp để có thông tin chính xác. Liên hệ 0333 495 ***. - Tiện ích nổi bật: Hồ bơi vô cực tầng cao. Sky garden, sân thể thao trên không, phòng gym yoga. Trung tâm thương mại, nhà hàng café, khu BBQ ngoài trời. Khu vui chơi trẻ em, phòng sinh hoạt cộng đồng. Hệ thống an ninh 24/7, thẻ từ từng tầng. Liên hệ 0333 495 ***."
